,Player Name,Nation,Squad,Competition,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Position,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,Elo,market_value
1839,jadon sancho,eng ENG,Manchester Utd,eng Premier League,10,714,0.25,0.13,0.38,0.21,0.1,FW,22.0,0,0,3,5,4,38.0,20.0,7,0.5,0.88,0.29,0.5,15.6,88.1,81.8,50.0,14.0,7.0,12.0,0.0,22.0,4.0,4.0,0.0,0.0,40.0,3.0,6.0,0.0,6.0,1.0,3.66,28.0,0.0,1.0,0.0,0.0,0.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,1850,60000000.0
1840,alex sandro,br BRA,Juventus,it Serie A,13,780,0.0,0.12,0.12,0.02,0.05,DF,31.0,3,1,13,9,10,60.0,56.0,11,0.0,0.35,0.0,0.0,25.2,91.7,91.5,68.7,6.0,32.0,3.0,1.0,26.0,13.0,5.0,7.0,1.0,71.4,2.0,11.0,6.0,5.0,20.0,1.96,14.0,0.0,1.0,0.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,1771,4500000.0
1841,leroy sane,de GER,Bayern Munich,de Bundesliga,13,839,0.54,0.32,0.86,0.41,0.26,MF,26.0,3,0,8,10,1,39.0,80.0,7,1.82,4.29,0.13,0.29,19.7,87.8,86.0,43.5,17.0,21.0,25.0,0.0,40.0,9.0,1.0,5.0,3.0,28.6,5.0,5.0,1.0,4.0,0.0,4.94,35.0,1.0,4.0,4.0,1.0,1.0,0.64,5.0,0.0,0.0,1.0,0.0,0.0,2016,70000000.0
1845,baptiste santamaria,fr FRA,Rennes,fr Ligue 1,7,551,0.16,0.0,0.16,0.07,0.05,MF,27.0,2,0,9,6,6,52.0,69.0,2,0.82,1.14,0.14,0.2,19.9,87.4,91.0,86.1,6.0,62.0,3.0,0.0,48.0,21.0,3.0,16.0,2.0,70.6,5.0,5.0,2.0,3.0,4.0,3.59,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743,16000000.0
1846,riccardo saponara,it ITA,Fiorentina,it Serie A,12,450,0.0,0.4,0.4,0.14,0.44,FW,30.0,1,0,2,8,1,25.0,50.0,13,0.8,2.6,0.0,0.0,21.2,86.5,75.9,58.3,9.0,9.0,9.0,1.0,14.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,4.21,15.0,0.0,2.0,2.0,1.0,1.0,0.6,2.0,0.0,0.0,1.0,0.0,0.0,1648,2000000.0
1851,martin satriano,uy URU,Empoli,it Serie A,13,870,0.1,0.1,0.21,0.23,0.07,FW,21.0,3,0,10,14,1,26.0,46.8,11,0.72,2.28,0.05,0.14,17.1,75.6,66.7,37.5,7.0,5.0,4.0,1.0,6.0,7.0,3.0,3.0,1.0,50.0,2.0,4.0,0.0,4.0,9.0,1.55,11.0,0.0,1.0,1.0,2.0,0.0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,1559,8000000.0
1852,teji savanier,fr FRA,Montpellier,fr Ligue 1,12,1019,0.35,0.09,0.44,0.22,0.22,MF,30.0,2,1,17,36,11,85.0,35.3,93,0.62,2.03,0.09,0.29,28.4,82.9,79.2,48.0,24.0,73.0,26.0,4.0,79.0,21.0,8.0,8.0,5.0,50.0,9.0,10.0,2.0,8.0,5.0,4.5,25.0,19.0,3.0,0.0,4.0,0.0,0.26,1.0,2.0,0.0,0.0,0.0,0.0,1542,12000000.0
1855,joe scally,us USA,M'Gladbach,de Bundesliga,15,1300,0.0,0.0,0.0,0.03,0.06,DF,19.0,1,0,7,33,4,50.0,66.7,19,0.07,0.28,0.0,0.0,14.0,87.7,86.1,52.3,6.0,17.0,10.0,5.0,24.0,21.0,16.0,5.0,0.0,80.0,4.0,12.0,5.0,7.0,36.0,1.32,13.0,2.0,1.0,1.0,2.0,0.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0,1730,12000000.0
1856,giorgio scalvini,it ITA,Atalanta,it Serie A,11,647,0.14,0.0,0.14,0.06,0.0,DF,19.0,3,0,15,0,12,53.0,57.1,5,0.42,0.56,0.25,0.33,13.4,85.2,84.4,50.0,1.0,30.0,6.0,2.0,26.0,19.0,7.0,7.0,5.0,73.7,5.0,13.0,3.0,10.0,14.0,0.97,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732,20000000.0
1857,gianluca scamacca,it ITA,West Ham,eng Premier League,13,755,0.24,0.0,0.24,0.25,0.08,FW,23.0,3,0,14,8,2,20.0,41.4,1,0.83,2.98,0.08,0.29,18.0,72.5,60.9,78.9,12.0,13.0,3.0,1.0,8.0,8.0,1.0,3.0,4.0,100.0,0.0,3.0,0.0,3.0,4.0,2.38,17.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768,30000000.0
1859,andras schafer,hu HUN,Union Berlin,de Bundesliga,11,702,0.0,0.0,0.0,0.05,0.02,MF,23.0,0,0,12,12,4,49.0,42.9,5,0.13,0.77,0.0,0.0,22.6,82.7,83.8,36.8,3.0,20.0,2.0,1.0,11.0,19.0,7.0,11.0,1.0,50.0,6.0,9.0,1.0,8.0,11.0,1.15,8.0,0.0,0.0,0.0,1.0,0.0,0.26,1.0,0.0,0.0,0.0,1.0,0.0,1750,5000000.0
1860,fabian schar,ch SUI,Newcastle Utd,eng Premier League,14,1243,0.07,0.0,0.07,0.07,0.03,DF,30.0,4,0,8,10,20,91.0,64.2,7,0.51,1.16,0.06,0.14,18.4,87.2,84.1,43.5,8.0,55.0,7.0,1.0,45.0,16.0,10.0,5.0,1.0,72.7,3.0,23.0,14.0,9.0,62.0,1.45,15.0,0.0,1.0,3.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1842,10000000.0
1864,xaver schlager,at AUT,RB Leipzig,de Bundesliga,11,828,0.11,0.0,0.11,0.03,0.02,MF,25.0,0,0,14,12,7,58.0,42.9,2,0.11,0.43,0.25,1.0,23.0,91.0,90.1,69.4,4.0,50.0,3.0,1.0,27.0,17.0,6.0,9.0,2.0,42.9,12.0,5.0,0.0,5.0,15.0,1.41,11.0,0.0,0.0,0.0,1.0,1.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,1843,22000000.0
1866,nico schlotterbeck,de GER,Dortmund,de Bundesliga,15,1284,0.07,0.14,0.21,0.03,0.02,DF,23.0,3,0,9,7,14,117.0,62.7,7,0.14,0.49,0.14,0.5,18.1,91.8,92.8,64.3,5.0,84.0,5.0,0.0,79.0,40.0,25.0,14.0,1.0,70.6,10.0,23.0,12.0,11.0,45.0,1.05,13.0,0.0,0.0,0.0,0.0,2.0,0.21,1.0,0.0,0.0,0.0,0.0,2.0,1802,33000000.0
1867,jeffrey schlupp,gh GHA,Crystal Palace,eng Premier League,14,1094,0.0,0.0,0.0,0.08,0.03,MF,29.0,3,0,24,12,12,67.0,37.5,7,0.25,0.99,0.0,0.0,18.7,84.6,83.4,58.3,5.0,33.0,4.0,0.0,24.0,30.0,14.0,13.0,3.0,60.0,8.0,18.0,5.0,13.0,12.0,1.73,18.0,0.0,1.0,2.0,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1764,8000000.0
1868,romano schmid,at AUT,Werder Bremen,de Bundesliga,14,932,0.0,0.19,0.19,0.04,0.08,MF,22.0,1,0,9,13,5,61.0,33.3,12,0.0,0.87,0.0,0.0,26.7,79.1,82.2,58.3,13.0,37.0,14.0,2.0,40.0,18.0,4.0,10.0,4.0,50.0,7.0,17.0,3.0,14.0,9.0,2.8,24.0,0.0,3.0,1.0,1.0,0.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,1647,4500000.0
1870,benno schmitz,de GER,Köln,de Bundesliga,14,1033,0.09,0.0,0.09,0.01,0.11,DF,28.0,0,0,13,11,10,58.0,50.0,48,0.09,0.35,0.25,1.0,16.2,80.7,64.5,39.6,10.0,37.0,20.0,12.0,44.0,27.0,13.0,13.0,1.0,73.1,7.0,16.0,2.0,14.0,27.0,2.79,24.0,7.0,0.0,0.0,1.0,0.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,1651,3000000.0
1871,jerdy schouten,nl NED,Bologna,it Serie A,11,853,0.0,0.0,0.0,0.01,0.02,MF,25.0,1,0,9,13,12,68.0,43.8,1,0.0,0.21,0.0,0.0,27.2,87.2,84.0,67.6,4.0,34.0,0.0,0.0,30.0,15.0,7.0,7.0,1.0,44.4,5.0,22.0,11.0,11.0,19.0,1.58,15.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,1608,8500000.0
1872,perr schuurs,nl NED,Torino,it Serie A,10,705,0.0,0.0,0.0,0.02,0.0,DF,23.0,2,0,12,2,14,46.0,62.5,1,0.13,0.26,0.0,0.0,12.2,86.3,91.3,69.4,0.0,8.0,0.0,0.0,13.0,18.0,9.0,7.0,2.0,62.5,3.0,6.0,3.0,3.0,32.0,0.51,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637,12000000.0
1876,alidu seidu,gh GHA,Clermont Foot,fr Ligue 1,14,1213,0.0,0.0,0.0,0.01,0.02,DF,22.0,4,0,17,27,25,96.0,71.4,17,0.07,0.3,0.0,0.0,29.0,94.2,90.1,62.7,5.0,22.0,10.0,6.0,27.0,21.0,13.0,6.0,2.0,56.5,10.0,16.0,11.0,5.0,29.0,1.04,9.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530,4500000.0
1878,nelson semedo,pt POR,Wolves,eng Premier League,13,675,0.0,0.13,0.13,0.01,0.03,DF,29.0,3,1,11,7,5,44.0,40.0,15,0.0,0.13,0.0,0.0,22.3,91.4,80.4,56.8,6.0,20.0,6.0,2.0,14.0,26.0,19.0,6.0,1.0,77.8,4.0,11.0,4.0,7.0,19.0,1.47,10.0,0.0,0.0,1.0,0.0,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,1682,18000000.0
1880,marcos senesi,ar ARG,Bournemouth,eng Premier League,12,939,0.0,0.0,0.0,0.01,0.02,DF,25.0,1,0,7,5,16,48.0,40.0,3,0.0,0.1,0.0,0.0,8.9,87.0,86.4,57.1,3.0,34.0,2.0,1.0,12.0,22.0,14.0,8.0,0.0,61.5,5.0,16.0,10.0,6.0,57.0,0.67,6.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1660,17000000.0
1881,stefano sensi,it ITA,Monza,it Serie A,13,934,0.19,0.0,0.19,0.06,0.1,MF,27.0,4,0,11,32,13,68.0,58.3,35,0.58,1.25,0.15,0.33,26.5,91.5,91.7,68.9,17.0,84.0,12.0,1.0,67.0,36.0,21.0,12.0,3.0,56.7,13.0,9.0,1.0,8.0,3.0,3.47,21.0,12.0,0.0,1.0,2.0,0.0,0.39,3.0,0.0,0.0,0.0,1.0,0.0,1544,8000000.0
1883,suat serdar,de GER,Hertha BSC,de Bundesliga,14,967,0.28,0.0,0.28,0.11,0.04,MF,25.0,4,0,16,14,13,73.0,68.2,5,0.37,1.12,0.25,0.75,18.9,77.8,79.8,65.8,9.0,30.0,6.0,0.0,32.0,30.0,8.0,17.0,5.0,47.6,11.0,25.0,8.0,17.0,14.0,1.95,16.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626,8000000.0
1884,leonardo sernicola,it ITA,Cremonese,it Serie A,12,905,0.1,0.1,0.2,0.08,0.05,DF,25.0,4,0,22,21,18,56.0,72.2,43,0.3,1.29,0.08,0.33,17.0,84.0,58.8,46.6,11.0,22.0,12.0,10.0,16.0,22.0,11.0,6.0,5.0,81.3,3.0,8.0,1.0,7.0,18.0,2.49,19.0,3.0,0.0,1.0,2.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,1473,1900000.0
1885,ryan sessegnon,eng ENG,Tottenham,eng Premier League,12,662,0.27,0.0,0.27,0.19,0.1,DF,22.0,3,0,11,5,5,37.0,52.9,26,0.68,2.18,0.13,0.4,15.1,83.0,66.7,52.0,5.0,15.0,8.0,3.0,14.0,14.0,7.0,7.0,0.0,50.0,5.0,8.0,1.0,7.0,13.0,2.72,13.0,0.0,0.0,5.0,1.0,1.0,0.27,1.0,0.0,0.0,1.0,0.0,0.0,1876,22000000.0
1887,luke shaw,eng ENG,Manchester Utd,eng Premier League,10,783,0.0,0.11,0.11,0.02,0.17,DF,27.0,3,0,14,7,13,51.0,47.8,27,0.23,0.46,0.0,0.0,18.2,91.7,81.5,58.7,13.0,56.0,13.0,6.0,34.0,17.0,8.0,8.0,1.0,71.4,4.0,14.0,1.0,13.0,12.0,2.64,20.0,1.0,0.0,1.0,1.0,0.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,1850,28000000.0
1890,kiliann sildillia,fr FRA,Freiburg,de Bundesliga,14,1159,0.0,0.16,0.16,0.03,0.04,DF,20.0,2,0,22,4,14,54.0,45.8,14,0.0,0.47,0.0,0.0,18.8,80.4,73.3,73.2,5.0,44.0,4.0,3.0,38.0,14.0,3.0,9.0,2.0,77.8,2.0,12.0,4.0,8.0,18.0,1.4,9.0,6.0,1.0,1.0,1.0,0.0,0.39,2.0,1.0,1.0,1.0,0.0,0.0,1787,9000000.0
1891,andre silva,pt POR,RB Leipzig,de Bundesliga,15,795,0.23,0.11,0.34,0.38,0.15,FW,27.0,1,0,7,21,2,22.0,30.4,4,1.13,2.94,0.08,0.2,14.1,80.6,72.5,57.1,14.0,10.0,7.0,0.0,14.0,5.0,0.0,4.0,1.0,0.0,1.0,5.0,1.0,4.0,1.0,3.74,25.0,0.0,2.0,4.0,2.0,0.0,0.91,5.0,0.0,0.0,3.0,0.0,0.0,1843,24000000.0
1892,bernardo silva,pt POR,Manchester City,eng Premier League,14,1068,0.17,0.42,0.59,0.11,0.15,MF,28.0,1,0,9,9,7,55.0,0.0,28,0.34,1.18,0.14,0.5,17.5,93.0,89.8,70.0,20.0,34.0,21.0,6.0,40.0,22.0,7.0,12.0,3.0,50.0,11.0,9.0,1.0,8.0,4.0,3.96,40.0,1.0,2.0,1.0,3.0,0.0,0.76,8.0,0.0,0.0,0.0,1.0,0.0,2030,80000000.0
1894,david silva,es ESP,Real Sociedad,es La Liga,12,816,0.0,0.0,0.0,0.17,0.14,MF,36.0,2,0,8,9,5,39.0,30.0,13,0.77,1.32,0.0,0.0,14.8,88.4,85.5,74.0,11.0,45.0,19.0,2.0,43.0,12.0,4.0,7.0,1.0,40.0,3.0,3.0,0.0,3.0,7.0,3.31,26.0,0.0,1.0,3.0,0.0,0.0,0.66,6.0,0.0,0.0,0.0,0.0,0.0,1751,4000000.0
1895,thiago silva,br BRA,Chelsea,eng Premier League,12,1074,0.0,0.17,0.17,0.04,0.03,DF,38.0,1,0,4,6,19,80.0,69.2,0,0.0,0.5,0.0,0.0,13.8,94.8,95.9,62.1,3.0,54.0,7.0,0.0,43.0,19.0,8.0,11.0,0.0,69.2,4.0,22.0,16.0,6.0,46.0,0.59,6.0,1.0,0.0,0.0,0.0,0.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,1881,2500000.0
1896,abdallah sima,sn SEN,Angers,fr Ligue 1,12,555,0.0,0.0,0.0,0.18,0.13,FW,21.0,0,0,10,7,2,12.0,50.0,6,0.32,1.3,0.0,0.0,12.9,75.9,63.6,33.3,6.0,6.0,3.0,1.0,7.0,6.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,1.0,6.0,2.11,8.0,0.0,0.0,1.0,4.0,0.0,0.49,1.0,0.0,0.0,0.0,2.0,0.0,1490,7000000.0
1897,mohamed simakan,fr FRA,RB Leipzig,de Bundesliga,10,669,0.13,0.13,0.27,0.14,0.03,DF,22.0,0,0,10,11,8,39.0,57.1,4,0.27,0.94,0.14,0.5,13.7,94.3,88.0,54.5,2.0,38.0,6.0,1.0,32.0,6.0,4.0,1.0,1.0,57.1,3.0,9.0,2.0,7.0,30.0,1.21,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843,28000000.0
1900,moses simon,ng NGA,Nantes,fr Ligue 1,13,1097,0.41,0.16,0.57,0.3,0.21,FW,27.0,1,0,4,13,3,43.0,20.0,65,0.49,1.48,0.22,0.67,18.6,81.9,63.5,38.0,29.0,13.0,13.0,9.0,12.0,12.0,4.0,4.0,4.0,66.7,2.0,7.0,1.0,6.0,3.0,3.61,29.0,7.0,4.0,3.0,1.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1592,9000000.0
1901,lassine sinayoko,ml MLI,Auxerre,fr Ligue 1,14,861,0.0,0.21,0.21,0.18,0.14,MF,23.0,2,1,13,11,7,61.0,32.3,18,0.21,2.3,0.0,0.0,18.3,76.2,72.8,53.8,11.0,13.0,13.0,3.0,23.0,22.0,12.0,6.0,4.0,59.1,9.0,7.0,0.0,7.0,13.0,3.24,22.0,0.0,3.0,3.0,3.0,0.0,0.42,3.0,0.0,0.0,0.0,1.0,0.0,1502,1200000.0
1903,luis sinisterra,co COL,Leeds United,eng Premier League,9,453,0.4,0.0,0.4,0.29,0.04,FW,23.0,3,1,6,7,6,33.0,69.2,4,0.6,1.99,0.2,0.67,19.7,86.3,89.8,80.0,4.0,11.0,8.0,1.0,21.0,11.0,2.0,7.0,2.0,60.0,4.0,4.0,0.0,4.0,1.0,4.17,17.0,0.0,1.0,1.0,2.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,1711,22000000.0
1907,moussa sissoko,fr FRA,Nantes,fr Ligue 1,9,698,0.13,0.0,0.13,0.15,0.06,MF,33.0,2,0,17,4,8,46.0,66.7,10,0.13,0.9,0.14,1.0,12.6,78.2,82.2,61.5,5.0,27.0,7.0,5.0,19.0,13.0,10.0,2.0,1.0,87.5,1.0,8.0,4.0,4.0,7.0,1.67,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592,3500000.0
1909,ellyes skhiri,tn TUN,Köln,de Bundesliga,14,1260,0.0,0.0,0.0,0.11,0.06,MF,27.0,2,0,19,6,21,97.0,72.0,9,0.07,1.07,0.0,0.0,16.4,91.0,91.4,86.8,15.0,51.0,5.0,1.0,52.0,40.0,14.0,22.0,4.0,40.7,16.0,19.0,6.0,13.0,17.0,2.14,26.0,0.0,0.0,3.0,0.0,1.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,1651,13000000.0
1912,robert skov,dk DEN,Hoffenheim,de Bundesliga,14,934,0.29,0.1,0.39,0.29,0.14,DF,26.0,1,0,12,15,7,52.0,40.0,55,0.67,2.79,0.03,0.14,22.3,85.3,72.9,45.1,16.0,28.0,15.0,7.0,30.0,14.0,10.0,4.0,0.0,43.8,9.0,13.0,6.0,7.0,14.0,3.09,23.0,3.0,1.0,4.0,1.0,0.0,0.19,1.0,0.0,0.0,1.0,0.0,0.0,1683,9000000.0
1913,milan skriniar,sk SVK,Inter,it Serie A,15,1280,0.0,0.0,0.0,0.05,0.01,DF,27.0,2,0,25,10,10,80.0,58.3,1,0.14,0.49,0.0,0.0,12.3,93.7,96.3,70.4,4.0,55.0,1.0,0.0,34.0,21.0,9.0,8.0,4.0,58.3,10.0,14.0,10.0,4.0,32.0,0.49,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1843,60000000.0
1914,islam slimani,dz ALG,Brest,fr Ligue 1,11,831,0.11,0.11,0.22,0.26,0.12,FW,34.0,4,0,15,10,1,16.0,50.0,7,0.22,1.3,0.08,0.5,12.9,74.4,75.8,63.2,11.0,20.0,4.0,0.0,19.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,10.0,2.17,19.0,0.0,0.0,1.0,0.0,0.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0,1531,1500000.0
1915,chris smalling,eng ENG,Roma,it Serie A,15,1323,0.2,0.0,0.2,0.07,0.0,DF,33.0,3,0,8,9,24,64.0,67.5,0,0.2,0.61,0.33,1.0,6.6,92.0,91.4,69.0,1.0,19.0,3.0,0.0,18.0,9.0,5.0,4.0,0.0,20.0,4.0,19.0,13.0,6.0,67.0,0.27,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734,8000000.0
1916,adam smith,eng ENG,Bournemouth,eng Premier League,15,1305,0.0,0.07,0.07,0.03,0.03,DF,31.0,4,0,14,6,12,63.0,38.7,17,0.07,0.21,0.0,0.0,12.5,91.5,83.6,46.7,6.0,38.0,15.0,9.0,31.0,29.0,17.0,9.0,3.0,56.3,14.0,19.0,7.0,12.0,38.0,0.83,11.0,0.0,0.0,1.0,0.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1660,1500000.0
1920,danilo soares,br BRA,Bochum,de Bundesliga,10,824,0.0,0.0,0.0,0.0,0.01,DF,31.0,2,0,13,10,11,70.0,66.7,6,0.0,0.11,0.0,0.0,28.2,85.9,75.9,57.1,3.0,26.0,4.0,0.0,25.0,33.0,20.0,10.0,3.0,70.4,8.0,18.0,2.0,16.0,17.0,1.53,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609,2200000.0
1921,ruben sobrino,es ESP,Cádiz,es La Liga,11,799,0.11,0.0,0.11,0.2,0.04,MF,30.0,3,0,20,16,6,45.0,43.9,3,0.79,1.46,0.08,0.14,12.1,79.4,89.6,50.0,7.0,8.0,0.0,0.0,2.0,11.0,3.0,5.0,3.0,50.0,2.0,7.0,0.0,7.0,11.0,1.69,10.0,0.0,0.0,2.0,2.0,1.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,1600,2000000.0
1923,dominic solanke,eng ENG,Bournemouth,eng Premier League,13,1071,0.25,0.25,0.5,0.2,0.09,FW,25.0,0,0,18,21,1,39.0,33.3,2,1.01,2.1,0.12,0.25,14.5,80.8,78.7,77.8,7.0,7.0,5.0,0.0,13.0,6.0,3.0,1.0,2.0,28.6,5.0,10.0,4.0,6.0,17.0,1.43,11.0,0.0,2.0,4.0,0.0,0.0,0.59,5.0,0.0,0.0,2.0,0.0,0.0,1660,18000000.0
1925,nikola soldo,hr CRO,Köln,de Bundesliga,5,413,0.0,0.0,0.0,0.14,0.0,DF,21.0,1,0,5,2,4,31.0,42.9,1,0.0,1.31,0.0,0.0,15.2,83.9,91.4,44.6,1.0,9.0,1.0,0.0,11.0,8.0,5.0,3.0,0.0,60.0,2.0,2.0,2.0,0.0,20.0,0.87,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1651,1500000.0
1930,brandon soppy,fr FRA,Atalanta,it Serie A,10,523,0.0,0.52,0.52,0.04,0.21,DF,20.0,2,0,14,15,2,43.0,50.0,12,0.17,0.86,0.0,0.0,21.2,89.8,73.7,50.0,8.0,19.0,7.0,2.0,24.0,6.0,2.0,4.0,0.0,40.0,3.0,8.0,0.0,8.0,7.0,2.91,13.0,0.0,1.0,0.0,3.0,0.0,1.03,5.0,0.0,0.0,0.0,1.0,0.0,1732,10000000.0
1931,roberto soriano,it ITA,Bologna,it Serie A,14,639,0.0,0.42,0.42,0.04,0.23,MF,31.0,0,0,10,16,3,38.0,43.8,6,0.14,0.85,0.0,0.0,16.4,85.9,81.8,62.5,11.0,20.0,7.0,1.0,26.0,13.0,4.0,6.0,3.0,87.5,1.0,12.0,2.0,10.0,5.0,3.11,16.0,1.0,0.0,1.0,3.0,1.0,0.42,2.0,0.0,0.0,1.0,0.0,0.0,1608,3500000.0
1932,borna sosa,hr CRO,Stuttgart,de Bundesliga,12,877,0.0,0.51,0.51,0.05,0.33,DF,24.0,4,0,6,7,7,60.0,60.0,109,0.31,0.82,0.0,0.0,19.9,89.8,72.0,42.6,29.0,36.0,30.0,18.0,43.0,14.0,9.0,4.0,1.0,64.7,6.0,8.0,2.0,6.0,17.0,4.61,28.0,15.0,0.0,1.0,1.0,0.0,0.51,4.0,1.0,0.0,0.0,0.0,0.0,1628,20000000.0
1934,florian sotoca,fr FRA,Lens,fr Ligue 1,15,1234,0.44,0.36,0.8,0.47,0.31,MF,32.0,3,0,18,17,18,44.0,52.6,33,1.09,2.84,0.13,0.33,15.8,84.1,78.7,70.7,30.0,61.0,25.0,7.0,74.0,15.0,5.0,5.0,5.0,42.9,8.0,20.0,1.0,19.0,11.0,4.38,50.0,0.0,2.0,4.0,3.0,1.0,0.73,8.0,0.0,0.0,1.0,1.0,0.0,1722,4000000.0
1935,riccardo sottil,it ITA,Fiorentina,it Serie A,7,432,0.0,0.42,0.42,0.12,0.19,FW,23.0,1,0,3,11,0,21.0,50.0,20,1.46,2.5,0.0,0.0,20.1,88.9,79.2,81.3,10.0,8.0,4.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5.42,21.0,0.0,1.0,2.0,2.0,0.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0,1648,9000000.0
1936,tomas soucek,cz CZE,West Ham,eng Premier League,15,1307,0.07,0.07,0.14,0.17,0.04,MF,27.0,1,0,20,9,24,70.0,52.4,4,0.41,1.17,0.06,0.17,11.0,80.2,82.2,73.8,7.0,39.0,5.0,2.0,33.0,47.0,28.0,19.0,0.0,51.5,16.0,21.0,8.0,13.0,26.0,1.93,22.0,0.0,0.0,5.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1768,45000000.0
1938,adama soumaoro,fr FRA,Bologna,it Serie A,10,782,0.0,0.0,0.0,0.04,0.0,DF,30.0,3,1,11,3,8,37.0,70.6,0,0.12,0.23,0.0,0.0,8.8,93.7,94.5,74.1,1.0,8.0,1.0,0.0,13.0,12.0,5.0,5.0,2.0,66.7,1.0,7.0,5.0,2.0,34.0,0.69,6.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,1608,3500000.0
1939,boubakary soumare,fr FRA,Leicester City,eng Premier League,11,668,0.0,0.0,0.0,0.0,0.01,MF,23.0,3,0,11,8,12,51.0,50.0,1,0.0,0.13,0.0,0.0,28.0,94.6,91.6,85.7,2.0,29.0,1.0,0.0,23.0,30.0,12.0,16.0,2.0,68.2,7.0,3.0,1.0,2.0,15.0,0.67,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1786,25000000.0
